string,anomaly,result
cbcbbaaa,0,0
ddbccbbd,0,0
daacaaac,0,0
eddcadae,1,1
aaacaaac,0,0
abbbaaaa,0,0
ebdacaac,2,1
bbbcbbac,0,0
bbbacaaa,0,0
dbccbaac,0,0
eddbadac,1,1
dddcadae,1,1
abbcaaac,0,0
abbaacaa,0,0
bbacaaac,0,0
aaacaaac,0,0
aaacabac,0,0
eadaaaac,2,1
abbaaaba,0,0
aabacaaa,0,0
eddaadac,1,1
aaacabac,0,0
abbcaaac,0,0
baacbbac,0,0
aaacbbac,0,0
aabacaaa,0,0
aaaaaaaa,0,0
eadaabac,2,1
abaccaac,0,0
dddaadac,1,1
abacaaac,0,0
dddaadac,1,1
eadcaaae,2,1
aabcaaac,0,0
dddabdac,1,1
abaacbaa,0,0
cbbaabaa,0,0
aaaaaaaa,0,0
dcaaaaaa,0,0
aaaaaaaa,0,0
dababbcb,0,0
aaaaaaaa,0,0
aababaaa,0,0
aaacbbac,0,0
ebdcbaae,2,1
aabaaaaa,0,0
bbacabac,0,0
cbbacbab,0,0
bbbabbaa,0,0
aaaaaaaa,0,0
aaaaaaaa,0,0
aabaabaa,0,0
bbacbabc,0,0
bdacbbac,0,0
aabaaaaa,0,0
acbcbaac,0,0
cbaaaaaa,0,0
bbbabaaa,0,0
baacaaac,0,0
aababaaa,0,0
eddaadac,1,1
dddcadae,1,1
abacbaac,0,0
bbbccaac,0,0
bbbabaaa,0,0
aabaabaa,0,0
cbbabaaa,0,0
dbbabbab,0,0
bbacaaac,0,0
aaacaaac,0,0
bbbccbac,0,0
aabcaaac,0,0
aaaabbaa,0,0
aabcaaac,0,0
aaaaaaaa,0,0
aaacbbac,0,0
aabcaaac,0,0
abacaaac,0,0
bbacbaac,0,0
aabcbbac,0,0
abbcaaac,0,0
cbbcbbac,0,0
ccbaabaa,0,0
aabbcaaa,0,0
dcbaaaaa,0,0
caacbaac,0,0
aaacbbac,0,0
bbacaaac,0,0
dbdcbbae,2,1
abacaaac,0,0
aaacabac,0,0
aaaaaaaa,0,0
dddcadae,1,1
aababbaa,0,0
babaabaa,0,0
bbbabbaa,0,0
aababbaa,0,0
bbaaabaa,0,0
eddcbdae,1,1
eddcadae,1,1
dcccbbbd,0,0
daaaaaaa,0,0
dbdcbaae,2,1
aabcbaac,0,0
abacacac,0,0
acbabbaa,0,0
dabaaaaa,0,0
dbdabaac,2,1
cbbaaaaa,0,0
abaabaaa,0,0
bcbabbab,0,0
caccadac,0,0
bbcbabaa,0,0
ddaaacbb,0,0
abaaaaaa,0,0
cbacaaac,0,0
dcbacbbb,0,0
ddbaebac,0,0
ababaaaa,0,0
acbabaaa,0,0
aaacaaac,0,0
abbbabaa,0,0
ccaabbaa,0,0
aabaaaaa,0,0
bbcbbbaa,0,0
aaaccaac,0,0
aabcaaac,0,0
aaaaaaaa,0,0
aabcabac,0,0
eddcbbae,2,1
aabcaaac,0,0
bababaaa,0,0
abbcabac,0,0
aaaaaaaa,0,0
aababcaa,0,0
bbacbaac,0,0
dadaaaac,2,1
babcbaac,0,0
aaacaaac,0,0
eddcbdae,1,1
aaacbaac,0,0
bdaaabaa,0,0
dabaaaaa,0,0
dadcaaae,2,1
aabcaaac,0,0
abbaabaa,0,0
aaaaaaaa,0,0
ccbccbad,0,0
babbbbca,0,0
aabcaaac,0,0
bcaabbaa,0,0
aaacaaac,0,0
abaaaaaa,0,0
dbbcabac,0,0
cbaacaaa,0,0
abbaaaaa,0,0
bbbcbaac,0,0
bbbacaaa,0,0
abbaabaa,0,0
dddcbdae,1,1
baaaaaaa,0,0
aabcaaac,0,0
aabcaaac,0,0
aabcabac,0,0
bababbaa,0,0
abbcbbac,0,0
bbbaabaa,0,0
cabaaaaa,0,0
abaaaaaa,0,0
daaaabac,0,0
cbaaabac,0,0
abbaaaaa,0,0
aabaaaaa,0,0
abacaaac,0,0
dadaaaac,2,1
aabaabaa,0,0
aaacbaac,0,0
aaacaaac,0,0
babcabac,0,0
aabcaaac,0,0
cbacabac,0,0
bcbabbaa,0,0
dadaaaac,2,1
aaaacaaa,0,0
acbccaac,0,0
abbaabaa,0,0
aaacabac,0,0
abbcabac,0,0
aaaccaac,0,0
ebdcbaae,2,1
dcaadbab,0,0
eddcadae,1,1
dddcbdae,1,1
aabcaaac,0,0
eadaabac,2,1
aabaaaaa,0,0
dadaaaac,2,1
abbaaaaa,0,0
dddcbdae,1,1
abbcaaac,0,0
bababaaa,0,0
aabcaaac,0,0
bcaccaad,0,0
abaaaaaa,0,0
aabcabac,0,0
dcbbabbc,0,0
aaacaaac,0,0
dbbcbaac,0,0
abbaaaaa,0,0
aaacaaac,0,0
abbcaaac,0,0
caaaabba,0,0
aabaaaaa,0,0
dddcadbe,1,1
acbcabac,0,0
bbaabbba,0,0
adaaaaaa,0,0
bbbabbaa,0,0
dddabdac,1,1
dbdaabac,2,1
abbaaaaa,0,0
bbacabac,0,0
adbcaaac,0,0
aaacaaac,0,0
bbbbbaba,0,0
abbcaaac,0,0
babacbaa,0,0
aaacacac,0,0
eddabdac,1,1
aabcbaac,0,0
abaabaaa,0,0
abacaaac,0,0
dbbcaaac,0,0
aaaabaaa,0,0
cbbccaad,0,0
aabcbaac,0,0
aabcaaac,0,0
acbaaaaa,0,0
dadaaaac,2,1
ecdaabac,2,1
eadcbaae,2,1
bbbaaaba,0,0
aaaacaaa,0,0
cbbabaaa,0,0
eddcbdbe,1,1
bbacabac,0,0
ecdacbcd,2,1
aabaaaaa,0,0
dcacabad,0,0
babaaaaa,0,0
bbaabaaa,0,0
eddaadac,1,1
abacaaac,0,0
abacaaac,0,0
aacbabaa,0,0
ebdabdac,2,1
cbacbbac,0,0
ebdcabae,2,1
abbaabaa,0,0
abacabac,0,0
babcbbac,0,0
abacabac,0,0
abbaaaaa,0,0
bbacaaac,0,0
aaacaaac,0,0
baaabaaa,0,0
aabcaaac,0,0
bbacaaac,0,0
cbbaccab,0,0
abacaaac,0,0
bbbbcaab,0,0
abaaaaaa,0,0
babaaaaa,0,0
abbbaaaa,0,0
babccaac,0,0
abbcaaac,0,0
bbbaabaa,0,0
eddccdae,1,1
dcbcabac,0,0
aabcaaac,0,0
aaacaaac,0,0
abbccbad,0,0
abbcabac,0,0
baaabaaa,0,0
abbcbabc,0,0
aabcaaac,0,0
acbcabac,0,0
aabaaaaa,0,0
dbdcbaae,2,1
ebdcbaae,2,1
abbcbaac,0,0
bbaaaaaa,0,0
aabcbaac,0,0
cbbabaaa,0,0
abaaabaa,0,0
aaacaaac,0,0
abbabaaa,0,0
abacbbac,0,0
dddcadae,1,1
caaabaaa,0,0
adaaaaaa,0,0
abaabaaa,0,0
ccacabac,0,0
eadcacae,2,1
aaacbaac,0,0
bbbaabaa,0,0
dadacaac,2,0
bbbcaaac,0,0
bbaabbaa,0,0
acacadac,0,0
dddaadac,1,1
acbabaaa,0,0
abbaaaba,0,0
eddcbdae,1,1
bbbaabaa,0,0
eadabaac,2,1
abacbbac,0,0
cbacbaac,0,0
dadcaaae,2,1
aabcaaac,0,0
abaaabaa,0,0
aaaaaaaa,0,0
acbaabaa,0,0
abbcbaac,0,0
abbabbaa,0,0
aabaabaa,0,0
abbcbaac,0,0
aaaaabaa,0,0
aaacaaac,0,0
aabcbaac,0,0
aaaabbaa,0,0
abbcaaac,0,0
abacbaac,0,0
abacaaac,0,0
cbacbaac,0,0
ccbabbba,0,0
abbcbaac,0,0
dbdcbbae,2,1
abbaaaaa,0,0
bbbabaaa,0,0
abaabbaa,0,0
aabcaaac,0,0
baaaaaaa,0,0
bbbcbaac,0,0
bababaaa,0,0
acbcbaac,0,0
bbbcaaac,0,0
aabaaaaa,0,0
ebdaaaac,2,1
abbaaaaa,0,0
aabcaaac,0,0
aaacaaac,0,0
aaacaaac,0,0
aabaaaaa,0,0
abacbaac,0,0
abbcbbac,0,0
baaabaaa,0,0
eddcadae,1,1
abbbbbaa,0,0
abbccaac,0,0
bbacbbac,0,0
aaacacac,0,0
bbbcbaac,0,0
ebdcaaae,2,1
abbaaaaa,0,0
aaacaaac,0,0
caacaaac,0,0
aaacaaac,0,0
aabacaaa,0,0
bbbbabaa,0,0
eadcabae,2,1
bbbcabac,0,0
cbacbbac,0,0
bababbaa,0,0
abbababa,0,0
abbaabaa,0,0
dcbccccd,0,0
baaacaaa,0,0
abbcbaac,0,0
eddbcabc,2,1
abaaaaaa,0,0
abaaaaaa,0,0
bbbcabac,0,0
bbacabac,0,0
aaccabac,0,0
dddcadae,1,1
aabcabbc,0,0
bbbcbaac,0,0
acacaaac,0,0
abaabaaa,0,0
aacaaaaa,0,0
aaacaaac,0,0
abbcaaac,0,0
aaacbaac,0,0
aaaccaac,0,0
eddcbdae,1,1
abaaaaaa,0,0
aabacaaa,0,0
dadcaaae,2,1
cabcabac,0,0
aabcaaac,0,0
bbcaaaaa,0,0
acbcbbac,0,0
aabcbaac,0,0
abacbaac,0,0
dadcaaae,2,1
eddaadac,1,1
aaaabbaa,0,0
abaaabaa,0,0
cbbbabaa,0,0
aabcbaac,0,0
eddacbcd,2,1
dcbacaab,0,0
abbcabac,0,0
abbcaaac,0,0
dddaadac,1,1
eddabdac,1,1
dadaaaac,2,1
ebdaabac,2,1
aababaaa,0,0
eadabbac,2,1
abaabaaa,0,0
aaacaaac,0,0
babaaaaa,0,0
babcaaac,0,0
bcacabac,0,0
dbdcaaae,2,1
aaacbbac,0,0
aabcaaac,0,0
aaacaaac,0,0
bbbccbac,0,0
eddaadac,1,1
ccaabbba,0,0
abbaaaaa,0,0
dbacbaac,0,0
baaaaaaa,0,0
ddbcdcbd,0,0
dbbaabaa,0,0
abaaaaaa,0,0
aaacbaac,0,0
abaacbaa,0,0
aacbabba,0,0
abbaaaaa,0,0
aabaaaaa,0,0
abacabac,0,0
eddcbdae,1,1
abacbaac,0,0
aabaabaa,0,0
acbcabbc,0,0
dbdcbbae,2,1
bcbaabaa,0,0
abbabaaa,0,0
aaaabaaa,0,0
aaacaaac,0,0
aaccbaac,0,0
abaaaaaa,0,0
dddaadac,1,1
aaacaaac,0,0
bbbbbbaa,0,0
abacbaac,0,0
ddbccdce,0,1
eddabdac,1,1
aaaabbaa,0,0
bcacaabc,0,0
bbbaabaa,0,0
abbcbbac,0,0
aaacbaac,0,0
abbcaaac,0,0
abbcaaac,0,0
aaaaabaa,0,0
abbaabbb,0,0
dbdcbbae,2,1
abbaabaa,0,0
aaacbaac,0,0
dddcadae,1,1
abacabac,0,0
abaaabaa,0,0
eddabdac,1,1
aabaaaaa,0,0
ddbabbcb,0,0
cbacbbcc,0,0
abaabbaa,0,0
aabaabaa,0,0
aaacaaac,0,0
aababbaa,0,0
aaacbaac,0,0
dbdaabac,2,1
adbcbaac,0,0
abbaabaa,0,0
dddaadac,1,1
bbacabac,0,0
acaaaaaa,0,0
bbbaabaa,0,0
abaabbaa,0,0
acdbaaaa,0,0
ebdaaaac,2,1
dbaabbbb,0,0
aabaaaaa,0,0
dadcaaae,2,1
abaabbaa,0,0
dddcbdae,1,1
aabaaaaa,0,0
bbbcadac,0,0
bbacabac,0,0
abbcaaac,0,0
dddcadae,1,1
abacbaac,0,0
dcaaabbb,0,0
bbbcbbac,0,0
eadaabac,2,1
abccaaac,0,0
abacabac,0,0
aaacaaac,0,0
aaaaabaa,0,0
bbbaaaaa,0,0
abbcaaac,0,0
bbbbabaa,0,0
aaacaaac,0,0
ddbabccc,0,1
aababaaa,0,0
aaacabac,0,0
dadadaac,2,0
dddcadae,1,1
acbcabac,0,0
aaaaaaaa,0,0
abbaaaaa,0,0
abaaaaaa,0,0
bcbcaaac,0,0
adacabac,0,0
ecdaaabc,2,1
cbacaaac,0,0
eddccdae,1,1
aaaabbaa,0,0
abbccaac,0,0
bbacbbac,0,0
adaabaaa,0,0
abbaaaaa,0,0
ebdcabae,2,1
babacaaa,0,0
eddcadae,1,1
cbbcabac,0,0
aababaaa,0,0
abccabac,0,0
abbaaaaa,0,0
abacabac,0,0
bbbabaaa,0,0
bbbcbaac,0,0
dbdaabac,2,1
aabcaaac,0,0
aaacaaac,0,0
eddcadae,1,1
dcdcccad,0,0
cdbaabab,0,0
babcaaac,0,0
bbacaaac,0,0
ebdccaae,2,1
baacbbac,0,0
eddabdac,1,1
eddccdae,1,1
bbabaaaa,0,0
cbbcabac,0,0
babcabac,0,0
dbbcabac,0,0
aaacaaac,0,0
cbaabbba,0,0
acbacaab,0,0
abbaaaaa,0,0
caacbaac,0,0
cbaabbaa,0,0
eadaaaac,2,1
bababcaa,0,0
babcabac,0,0
bcacaaac,0,0
cbbabbaa,0,0
bbacbaac,0,0
bbbaabaa,0,0
aabaabaa,0,0
ebdcabae,2,1
bbbcaaac,0,0
abaabaaa,0,0
daacbaac,0,0
abbcaaac,0,0
dddaadac,1,1
cabcbaac,0,0
cbbacaab,0,0
eddaadac,1,1
aabcaaac,0,0
dddbadac,1,1
babaabaa,0,0
abaaaaaa,0,0
eddcadae,1,1
eadcaaae,2,1
cbbcabcc,0,0
eddcadae,1,1
babcabac,0,0
aabcaaac,0,0
ebdcbbae,2,1
aabbaaaa,0,0
babcaaac,0,0
aabaaaaa,0,0
bbbcabac,0,0
bbbcabac,0,0
bcaaabca,0,0
abbaaaaa,0,0
eddcbdae,1,1
ddbcbdbd,0,0
bdbaabaa,0,0
aaaaaaaa,0,0
dbdcaaae,2,1
abbcaaac,0,0
abbcaaac,0,0
abcabaaa,0,0
cbbcbbac,0,0
eddabdbc,1,1
abbaaaaa,0,0
aaaaaaaa,0,0
abacaaac,0,0
ddbadbbc,0,1
aabcbaac,0,0
abaaaaaa,0,0
eddaadac,1,1
dcaabbbb,0,0
aabaabaa,0,0
bcacbaac,0,0
aabcaaac,0,0
daacbbac,0,0
dddaadac,1,1
abaabbaa,0,0
aabcaaac,0,0
ddbaacaa,0,0
aaaaaaaa,0,0
aabaaaaa,0,0
aabcacac,0,0
aabcbaac,0,0
cbbacbab,0,0
abbcbaac,0,0
abacaaac,0,0
eddcbdae,1,1
abbabaaa,0,0
aababaaa,0,0
cbbcaaac,0,0
abbcaaac,0,0
abbcaaac,0,0
eddaadac,1,1
acbaaaaa,0,0
abacaaac,0,0
bcbcaabc,0,0
abbabaaa,0,0
abbcbaac,0,0
eddcadae,1,1
aaaaaaaa,0,0
aababbaa,0,0
aabaabaa,0,0
aababbaa,0,0
bbaccaac,0,0
aabcaaac,0,0
bbbcaaac,0,0
abbabaaa,0,0
dbdaaaac,2,1
aaacaaac,0,0
daccbaac,0,0
bbbaabaa,0,0
eddcadae,1,1
bbbcdaad,0,0
adbcbaac,0,0
bbacbbac,0,0
aaacabbc,0,0
abaabbaa,0,0
aaccacac,0,0
daaacaaa,0,0
abacaaac,0,0
aaaaabaa,0,0
ecdccdae,2,1
bbcacaab,0,0
abacaaac,0,0
caacaaac,0,0
abbcbbac,0,0
adbacaaa,0,0
aaacaaac,0,0
aaaabaaa,0,0
eddacdbc,1,1
eddaaaac,2,1
baacbaac,0,0
aababaaa,0,0
baaabaaa,0,0
abbcabac,0,0
aaacaaac,0,0
eddcadae,1,1
abbabbaa,0,0
cbaaabaa,0,0
dddcbdae,1,1
aabaaaaa,0,0
dddaadac,1,1
eddcbdae,1,1
abbcaaac,0,0
eadcadae,2,1
aaaaaaaa,0,0
abaaaaaa,0,0
abaaabca,0,0
abaaaaaa,0,0
aaaaaaaa,0,0
bbbcbaac,0,0
bababbaa,0,0
aabcbaac,0,0
bbacaaac,0,0
abbabaaa,0,0
cbaaabba,0,0
aaacabac,0,0
dababaaa,0,0
abaabaaa,0,0
aaacabac,0,0
ecdcbaae,2,1
ccaabbab,0,0
aabaaaaa,0,0
cbacaaac,0,0
dbbabbaa,0,0
abacabac,0,0
dddaadac,1,1
dcbacbab,0,0
dddcbdae,1,1
acbbabaa,0,0
cbacaaac,0,0
aabaaaaa,0,0
abaaaaaa,0,0
cbbaaaaa,0,0
aabcaaac,0,0
aabaaaaa,0,0
cbcabaaa,0,0
abaaaaaa,0,0
cabaaaaa,0,0
eddcadae,1,1
abbcaaac,0,0
abccaaac,0,0
bbbacbab,0,0
acbabbaa,0,0
babbaaaa,0,0
aaaaaaaa,0,0
aabbaaaa,0,0
aaaaaaaa,0,0
aabaaaaa,0,0
aaacabbc,0,0
aababbaa,0,0
aaababaa,0,0
abbcbbbc,0,0
abacaaac,0,0
aabcaaac,0,0
babcbaac,0,0
cbacabac,0,0
baacaaac,0,0
bababbaa,0,0
dddcadae,1,1
dbdcaaae,2,1
abaacaab,0,0
dbdadbbb,0,0
abacaaac,0,0
dbdcbaae,2,1
bbbcabac,0,0
aacbaaaa,0,0
aaaaaaaa,0,0
aaacaaac,0,0
abbcabac,0,0
aaaabaaa,0,0
acacbbac,0,0
abbcbbac,0,0
abaaabaa,0,0
aabcbaac,0,0
bbbcabac,0,0
abaaaaaa,0,0
aabcbaac,0,0
abbcbaac,0,0
aabaabaa,0,0
aaaaaaaa,0,0
cbacaabc,0,0
dbdcaaae,2,1
cdaadaab,0,0
baacaaac,0,0
bbaaaaaa,0,0
abaaaaaa,0,0
eddccdae,1,1
bcaabaaa,0,0
abbbbbaa,0,0
dbdaabac,2,1
abbcaaac,0,0
abaaaaaa,0,0
aaaaaaaa,0,0
edbccbad,0,0
abbaaaaa,0,0
bbbadaaa,0,0
bbbcbaac,0,0
abacabac,0,0
abaaaaaa,0,0
cbacadac,0,0
ccbcabac,0,0
cdbaabaa,0,0
abbcaaac,0,0
eddabdbd,1,2
aabaabaa,0,0
ebdcaaae,2,1
aaccbaac,0,0
cbaabbba,0,0
abcbabaa,0,0
eddcadae,1,1
abbcbbac,0,0
bbbccaac,0,0
adaaabab,0,0
abbaaaaa,0,0
baaabbaa,0,0
abdbabaa,0,0
abbaabaa,0,0
ccbaacaa,0,0
bbaaaaab,0,0
aaaabaaa,0,0
cbacabac,0,0
abaaaaaa,0,0
abbaaaaa,0,0
abbcaaac,0,0
eddaadac,1,1
eddcbdbe,1,1
cdbcabcd,0,0
abaccaac,0,0
abaaabaa,0,0
aaaaaaaa,0,0
ddaabcbb,0,0
aabcabac,0,0
dadcabae,2,1
aabcaaac,0,0
aabaaaaa,0,0
abcabaaa,0,0
ddacaaac,0,0
ebdabaac,2,1
bbbcbaac,0,0
abbabaaa,0,0
cabcbbac,0,0
aaacabac,0,0
acbcaaac,0,0
baaaaaaa,0,0
aabcaaac,0,0
bbaabaaa,0,0
abbaaaaa,0,0
aaacaaac,0,0
acbaaaaa,0,0
eddcbdae,1,1
eddcabbe,2,1
acacabac,0,0
bcbabbaa,0,0
abaaaaaa,0,0
aaaabbaa,0,0
abbcbaac,0,0
bbacbaac,0,0
ebdccbae,2,1
bbacaaac,0,0
bbbabaaa,0,0
abacacac,0,0
cbbcbaac,0,0
dccacbab,0,0
aaaabbaa,0,0
bccbacba,0,0
aabcbaac,0,0
ccbbcaaa,0,0
bcbccaad,0,0
abbaabaa,0,0
abbcabac,0,0
aabaabaa,0,0
dddcadae,1,1
eadabaac,2,1
aabcabac,0,0
babaaaaa,0,0
bbbabbaa,0,0
bcacaaac,0,0
aaacaaac,0,0
abacaaac,0,0
abbabbaa,0,0
abbcaaac,0,0
aabcabac,0,0
eddacbac,2,1
bbbabaaa,0,0
abbaaaaa,0,0
dbdaabac,2,1
aaccaaac,0,0
abbcaaac,0,0
ddbccccd,0,0
bbbcbaac,0,0
eddaadac,1,1
bcbcbbac,0,0
abbcbaac,0,0
abacaaac,0,0
bbacbaac,0,0
aaaaaaaa,0,0
bbacbaac,0,0
cbacbbac,0,0
dadcabae,2,1
baacbaac,0,0
bbbcabac,0,0
bbcabaaa,0,0
bbbcbaac,0,0
aabcaaac,0,0
abacaaac,0,0
ddacaccd,0,0
aabcaaac,0,0
babaabaa,0,0
dadcaaae,2,1
bbbcaaac,0,0
badaaaaa,0,0
abbcaaac,0,0
aababaaa,0,0
bbbcabac,0,0
abbcbaac,0,0
bbbcabac,0,0
aababaaa,0,0
dddcadae,1,1
aaacabac,0,0
caacaaac,0,0
babaaaaa,0,0
abababaa,0,0
dbaabaca,0,0
cabaaaaa,0,0
aabaaaaa,0,0
aabcaaac,0,0
abaabaaa,0,0
ecdabbac,2,1
aabacaaa,0,0
aaacaaac,0,0
aabcabac,0,0
cbbabbbb,0,0
abacadac,0,0
cbbadbab,0,0
bbaaabaa,0,0
abaaaaaa,0,0
bbbaabaa,0,0
baacbbac,0,0
cdacabbd,0,0
bbacbaac,0,0
babcaaac,0,0
abacaaac,0,0
abaaaaaa,0,0
aaacbbac,0,0
ebbccbbd,0,0
aaacabac,0,0
ebdcaaae,2,1
aabaaaaa,0,0
eddcbdae,1,1
eddaadac,1,1
aababaaa,0,0
abbcbaac,0,0
aabcaaac,0,0
aaaabaaa,0,0
ccbbbaaa,0,0
babbaaaa,0,0
abbabaaa,0,0
aabcbaac,0,0
aabaaaaa,0,0
aabcbaac,0,0
bbacbaac,0,0
aaacbbac,0,0
aaaabbaa,0,0
aaacabac,0,0
abaaaaaa,0,0
aaaabaaa,0,0
abbabaaa,0,0
eadaaaac,2,1
acaabaaa,0,0
abaaaaaa,0,0
abaaaaaa,0,0
dddcadae,1,1
eddaddad,1,1
abaaabaa,0,0
bbaabcaa,0,0
bbacaaac,0,0
abacaaac,0,0
dcaccbac,0,0
eddcbdae,1,1
bbbabbaa,0,0
abacaaac,0,0
aaacaaac,0,0
abbaadaa,0,0
cbbaabaa,0,0
abbaabaa,0,0
abacbbac,0,0
aababaaa,0,0
aaaabaaa,0,0
bbbbbaaa,0,0
aabcaaac,0,0
abbcabac,0,0
dddaadac,1,1
bacbbaaa,0,0
ebdaaaac,2,1
aabccaac,0,0
ebdacbac,2,1
abbabaaa,0,0
abacabbc,0,0
aaaaaaaa,0,0
cbbcbaac,0,0
eddacdac,1,1
daacaaac,0,0
abacaaac,0,0
aabbbdaa,0,0
cacabaaa,0,0
dabcaaac,0,0
dadcabae,2,1
aaaaaaaa,0,0
bbaabaaa,0,0
dbdaaaac,2,1
aaaabaaa,0,0
cbbabaaa,0,0
dcaccdbd,0,0
bbbccbac,0,0
bcbcaaac,0,0
abbbbbaa,0,0
abbcbaac,0,0
ccacabac,0,0
abbabaaa,0,0
aabccaac,0,0
eddcbdae,1,1
aaacbaac,0,0
baaabaaa,0,0
aabcaaac,0,0
abbcaaac,0,0
bbbcaaac,0,0
dddcadae,1,1
aabaaaaa,0,0
eddcadae,1,1
bbaaabaa,0,0
abacbaac,0,0
cbacabac,0,0
bbbabbaa,0,0
aabaaaaa,0,0
acbccaad,0,0
abaaaaaa,0,0
eddccdae,1,1
babaaaaa,0,0
aabbabaa,0,0
ebdabbbc,2,1
abacabac,0,0
dbacbbad,0,0
bbaaabaa,0,0
babcbcac,0,0
dadcabae,2,1
dbacacac,0,0
abbaaaaa,0,0
abbaabaa,0,0
aabcabbc,0,0
dddcadae,1,1
aaaaaaaa,0,0
dbaaaaba,0,0
baacabac,0,0
bbbaaaaa,0,0
acbaabaa,0,0
dadcaaae,2,1
dbdaabac,2,1
aabcabac,0,0
cdbacbbb,0,0
dbbcadac,0,0
abacabac,0,0
abbcbaac,0,0
aabaabaa,0,0
dddbcdac,1,1
bbbcaaac,0,0
abbcaacc,0,0
eddaadac,1,1
bbaaabba,0,0
cbbbcaab,0,0
aacaaaaa,0,0
babcbbac,0,0
abaabaaa,0,0
abacaaac,0,0
dadcbaae,2,0
aaacabac,0,0
abaabaaa,0,0
ddbacccb,0,0
aaacbbac,0,0
bbacbbbc,0,0
dddcadae,1,1
dbdaaaac,2,1
bbacabac,0,0
eddaadac,1,1
babaaaaa,0,0
babcaaac,0,0
aaaaabaa,0,0
aaacaaac,0,0
abaaaaaa,0,0
bbbcbaac,0,0
abbaaaaa,0,0
abaaabaa,0,0
aaacbaac,0,0
dadcbaae,2,0
cdbcabac,0,0
babaadca,0,0
babcbaac,0,0
aaacabac,0,0
abacaaac,0,0
ddaaabba,0,0
dcbcabbd,0,0
abbcbaac,0,0
bcacabac,0,0
aaacbaac,0,0
abaaabaa,0,0
abacaaac,0,0
babcaaac,0,0
caacaabc,0,0
dbbacbab,0,0
dddcadae,1,1
abaabaaa,0,0
acbcabac,0,0
ccbabbaa,0,0
ccbaabaa,0,0
ecdcabbe,2,1
babcaaac,0,0
abacbbac,0,0
aaaaaaaa,0,0
ccbccbac,0,0
abbabbaa,0,0
cbacbaac,0,0
aabcaaac,0,0
babacbaa,0,0
abbaaaaa,0,0
bcbabaaa,0,0
abaaaaaa,0,0
abbaaaaa,0,0
abaaaaaa,0,0
aabaaaaa,0,0
abaaabaa,0,0
dbdcaaae,2,1
abacabac,0,0
dbdaaaac,2,1
aabacbaa,0,0
bbbaabaa,0,0
abacaaac,0,0
abbaabaa,0,0
cbbcaaac,0,0
dbdaabac,2,1
baacabac,0,0
aaacaaac,0,0
aabaaaaa,0,0
bbacbaac,0,0
eadacaac,2,1
cdacbbac,0,0
eddcadce,1,1
ccbcabac,0,0
aabbaaaa,0,0
ccbaabbb,0,0
aabaaaaa,0,0
baacaaac,0,0
abbcaaac,0,0
aaaabaaa,0,0
dddcadae,1,1
bbaaabaa,0,0
aabcaaac,0,0
daaabbab,0,0
abbcabac,0,0
bcbaabaa,0,0
ebdcaaae,2,1
abaaabaa,0,0
abbcaaac,0,0
abaabbaa,0,0
eddbcdbd,1,1
babaaaaa,0,0
abbbaaaa,0,0
abbcabac,0,0
aabcaaac,0,0
eddabbbc,2,1
adbaaaab,0,0
baacaaac,0,0
abacabbc,0,0
cabcaaac,0,0
baaabaaa,0,0
baaaabaa,0,0
abbabaaa,0,0
bbbabaaa,0,0
dbdcbbae,2,1
acaaabaa,0,0
bcbcabbc,0,0
aaacaaac,0,0
abbcaabc,0,0
abaabaaa,0,0
bbbcdaac,0,0
aabcbaac,0,0
babaaaaa,0,0
abaaaaaa,0,0
abbaaaaa,0,0
aaacaaac,0,0
cbaaabaa,0,0
aabcbaac,0,0
abbaaaaa,0,0
acbcbbac,0,0
cbbcbbad,0,0
bbacaaac,0,0
abbabbaa,0,0
aaacbaac,0,0
ecdcabbe,2,1
eddcadae,1,1
dbdaaaac,2,1
dbdacaac,2,1
abbaaaaa,0,0
aaacaaac,0,0
aaacaaac,0,0
aaaaaaaa,0,0
baacbbac,0,0
aabaaaaa,0,0
aaccbaac,0,0
abacaaac,0,0
bbbcaaac,0,0
ebdabbac,2,1
dadcaaae,2,1
cbaaabaa,0,0
abaabbaa,0,0
eddcadae,1,1
dadcabae,2,1
abacaaac,0,0
abbaaaaa,0,0
ebdcaaae,2,1
bbbcbbac,0,0
abaaabaa,0,0
eddacdac,1,1
aabaaaaa,0,0
dcaabcac,0,0
aaacbaac,0,0
dbbcbbad,0,0
aabbaaaa,0,0
cbbabbaa,0,0
bbaabbaa,0,0
abacaaac,0,0
baaabaaa,0,0
aaacacac,0,0
cababaaa,0,0
aababaaa,0,0
eddacdac,1,1
eadabaac,2,1
bbaaabaa,0,0
cbacaaac,0,0
bbbaabaa,0,0
adbacaab,0,0
bcaabaaa,0,0
aabcbaac,0,0
bbbabaaa,0,0
abaabaaa,0,0
aaaaaaaa,0,0
eddccdae,1,1
cdbabbbb,0,0
cbbadbab,0,0
babaadaa,0,0
bcaabaaa,0,0
aaaaaaaa,0,0
adbcbaac,0,0
eddcbdae,1,1
eddaadac,1,1
aabcaaac,0,0
dbdaaaac,2,1
caaaaaaa,0,0
bbaccbac,0,0
abacaaac,0,0
dabcabac,0,0
baaaaaba,0,0
bbaaabaa,0,0
dcacadbd,0,0
aaaabaaa,0,0
ddbcbbcd,0,0
ecdaaaac,2,1
dcaacbaa,0,0
eddcadae,1,1
aaacbaac,0,0
caaaaaaa,0,0
aaacbaac,0,0
bbbaabaa,0,0
